question,reference,prediction,bleu,rouge1,rouge2,rougeL
What causes Dermatitis Herpetiformis: Skin Manifestation of Celiac Disease (For Health Care Professionals) ?,"Dermatitis herpetiformis is caused by the deposit of immunoglobulin A (IgA) in the skin, which triggers further immunologic reactions resulting in lesion formation. DH is an external manifestation of an abnormal immune response to gluten, in which IgA antibodies form against the skin antigen epidermal transglutaminase.
                
Family studies show that 5 percent of first-degree relatives of a person with DH will also have DH. An additional 5 percent of first-degree relatives of a person with DH will have celiac disease.4 Various other autoimmune diseases are associated with DH, the most common being hypothyroidism.","Dermatitis herpetiformis is caused by IgA antibodies binding to antigens in glutenin and gliadin, components of wheat protein that cause celiac disease when ingested.
                
The underlying mechanism may be complex because dermatitis herpetiformis occurs only among people who have at least one parent with type 1 diabetes or pernicious anemia; these conditions also occur more frequently than normal among relatives of those affected by dermatitis herpetiformis. Type 1 diabetes results from an inability of cells throughout the body except red blood cell precursors to use insulin properly, while pernicious anemia results from insufficient production of intrinsic factor needed for absorption of vitamin B12 .
                
Other factors associated with this condition include HLA-B8 and -DR3 genes,",0.05067000193944988,0.2843601895734597,0.07655502392344499,0.16113744075829387
How to diagnose Proteinuria ?,"Tests that measure the amount of creatinine in the blood will show whether a persons kidneys are removing wastes efficiently. Having too much creatinine in the blood is a sign that a person has kidney damage. The doctor can use the creatinine measurement to estimate how efficiently the kidneys are filtering the blood. This calculation is called the estimated glomerular filtration rate, or eGFR. CKD is present when the eGFR is less than 60 milliliters per minute (mL/min).","A health care provider may order urine tests if he or she suspects that you have proteinuria.
                
Urine Tests
                
Two types of laboratory studies can detect and measure levels of albumin in your blood:
                
- Urinalysis, which measures how much creatinine is present in 24 hours of urine collection
 - Microalbuminurintest, which detects small amounts of albumin in a random sample of morning urineduring normal activity over two days
                
Both microalbuminurintests and urinary creatininivisitsshow abnormal results even when there is little evidence of kidney damage found by other methods such as ultrasound imaging or biopsy. These abnormalities suggest risk factors related to development of chronic kidney disease (CKD).
                
Tests performed at",0.008755607825598517,0.2765957446808511,0.04301075268817204,0.1595744680851064
What causes Problems with Smell ?,"In rare cases, certain medicines such as antibiotics or antihistamines may cause a change in your ability to smell. If you are taking these medications and notice a change in your sense of smell, talk to your doctor. You may be able to adjust or change your medicine to one that will not cause a problem with smell.","Certain medications can affect your sense of smell.
                
Some medicines, such as antihistamines and antidepressants, have side effects that include loss or distortion of taste or odor sensation in some people. These drugs may also cause nasal congestion by drying up secretions within the nose.
                
Other common over-the-counter pain relievers contain ingredients similar to aspirinthat is, they inhibit an enzyme called cyclooxygenase-2 (COX-2), which produces chemicals responsible for inflammationand swellingin the body.
                
If you take nonsteroidal anti-inflammatorydrugs(NSAIDs)for more than two weeks, it could lead to temporary problems with smell because these medicines block COX-2 enzymes not only throughout the entire body but especially inside cells",0.04371536460921279,0.32748538011695905,0.09467455621301775,0.1754385964912281
What is (are) Char syndrome ?,"Char syndrome is a condition that affects the development of the face, heart, and limbs. It is characterized by a combination of three major features: a distinctive facial appearance, a heart defect called patent ductus arteriosus, and hand abnormalities.  Most people with Char syndrome have a characteristic facial appearance that includes flattened cheek bones and a flat nasal bridge (the area of the nose between the eyes). The tip of the nose is also flat and broad. The eyes are wide-set with droopy eyelids (ptosis) and outside corners that point downward (down-slanting palpebral fissures). Additional facial differences include a shortened distance between the nose and upper lip (a short philtrum), a triangular-shaped mouth, and thick, prominent lips.  Patent ductus arteriosus is a common heart defect in newborns, and it occurs in most babies with Char syndrome. Before birth, the ductus arteriosus forms a connection between two major arteries (the aorta and the pulmonary artery). This connection normally closes shortly after birth, but it remains open in babies with patent ductus arteriosus. If untreated, this heart defect causes infants to breathe rapidly, feed poorly, and gain weight slowly. In severe cases, it can lead to heart failure. People with patent ductus arteriosus also have an increased risk of infection.  Hand abnormalities are another feature of Char syndrome. In most people with this condition, the middle section of the fifth (pinky) finger is shortened or absent. Other abnormalities of the hands and feet have been reported but are less common.","Char syndrome is an extremely rare condition characterized by intellectual disability, distinctive facial features and heart defects present at birth that can be life-threatening if not treated in infancy or childhood. Other characteristic signs may include growth delay; abnormal curvature of long bones such as those near joints like knees and elbows; short stature with unusually tall hands relative to other body parts; low-set ears which turn backward towards their pointy tips when they move forward toward each side of head; small mouth opening; prominent forehead; bulging eyes with deep creases across them known as palpebral fissures; and unusual folds over the inner corners of both eye lids called skinfolds.  The cause remains unknown but genetic factors likely play some role since multiple affected individuals have been reported within",0.007467355963082103,0.2827225130890052,0.04210526315789474,0.1413612565445026
What is (are) Alzheimer's Disease ?,"Alzheimer's disease (AD) is the most common form of dementia among older people. Dementia is a brain disorder that seriously affects a person's ability to carry out daily activities.     AD begins slowly. It first involves the parts of the brain that control thought, memory and language. People with AD may have trouble remembering things that happened recently or names of people they know. A related problem, mild cognitive impairment (MCI), causes more memory problems than normal for people of the same age. Many, but not all, people with MCI will develop AD.    In AD, over time, symptoms get worse. People may not recognize family members. They may have trouble speaking, reading or writing. They may forget how to brush their teeth or comb their hair. Later on, they may become anxious or aggressive, or wander away from home. Eventually, they need total care. This can cause great stress for family members who must care for them.    AD usually begins after age 60. The risk goes up as you get older. Your risk is also higher if a family member has had the disease.     No treatment can stop the disease. However, some drugs may help keep symptoms from getting worse for a limited time.    NIH: National Institute on Aging","Alzheimers disease, or AD, is an irreversible brain disorder that slowly destroys memory and thinking skills. People with alzheimers lose their ability to perform everyday activities such as eating; bathing; driving; shopping; managing money; cooking meals; recognizing friends and family members; reading books; playing games like chess and cards; doing puzzles and crosswords; remembering appointments and events in history.
                
People who have alzheimers may wander away from home because they cant remember where they are going or what day it is. They can get lost easily even though some people dont notice until hours later when someone returns looking worried about finding them.
                
The symptoms of Alzheimers vary widely among individuals depending upon which part of the brain has",0.0275464809347481,0.32218844984802436,0.07951070336391437,0.15805471124620063
What are the treatments for Mucopolysaccharidosis type I ?,"What treatment is available for mucopolysaccharidosis I (MPS I)? The two main treatments for MPS I are enzyme replacement therapy (ERT) and bone marrow transplant. Both of these treatments work by replacing the missing IDUA enzyme. A drug called laronidase or Aldurazyme is the enzyme replacement therapy for MPS I. Treatment with laronidase can improve problems with breathing, growth, the bones, joints and heart. However, this treatment is not expected to treat problems with mental development because laronidase cannot cross the blood-brain barrier. A bone marrow transplant is another treatment option that provides the person with MPS I with cells that can produce the IDUA enyzme. A bone marrow transplant can stop the progression of neurological problems.","How might mucopolysaccharidosis, or Morquio syndrome be treated? Treatment is symptomatic and supportive but may include: Surgery for airway obstruction  Hearing aids if there has been hearing loss  Orthopedic surgery such as joint replacement when needed Physiotherapy and physical therapy to help with muscle tone and mobility Speech therapist to assist in communication difficulties Regular dental care including orthodontic treatment to correct teeth crowding  Some children will require respiratory support through intubation or mechanical ventilation at some point during their lives The National Institute of Neurological Disorders and Stroke provides more detailed information about how this condition can be managed. Please click here to visit that resource.",0.006179014244905674,0.18666666666666668,0.017937219730941704,0.11555555555555555
What are the genetic changes related to autosomal recessive hyper-IgE syndrome ?,"AR-HIES is usually caused by mutations in the DOCK8 gene. The protein produced from this gene plays a critical role in the survival and function of several types of immune system cells. One of the protein's functions is to help maintain the structure and integrity of immune cells called T cells and NK cells, which recognize and attack foreign invaders, particularly as these cells travel to sites of infection within the body. In addition, DOCK8 is involved in chemical signaling pathways that stimulate other immune cells called B cells to mature and produce antibodies, which are specialized proteins that attach to foreign particles and germs, marking them for destruction.  DOCK8 gene mutations result in the production of little or no functional DOCK8 protein. Shortage of this protein impairs normal immune cell development and function. It is thought that T cells and NK cells lacking DOCK8 cannot maintain their shape as they move through dense spaces, such as those found within the skin. The abnormal cells die, resulting in reduced numbers of these cells. A shortage of these immune cells impairs the immune response to foreign invaders, accounting for the severe viral skin infections common in AR-HIES. A lack of DOCK8 also impairs B cell maturation and the production of antibodies. A lack of this type of immune response leads to recurrent respiratory tract infections in people with this disorder. It is unclear how DOCK8 gene mutations are involved in other features of AR-HIES, such as the elevation of IgE levels, autoimmunity, and neurological problems.  Some people with AR-HIES do not have mutations in the DOCK8 gene. The genetic cause of the condition in these individuals is unknown.","Mutations in the STAT3 gene cause AR-HIES, which is inherited in an autosomal recessive pattern; that is, two copies of the altered gene must be present one in each cell.  The proteins produced by this family of genes transmit signals within cells and play critical roles during immune system development before birth. In particular, they stimulate production of certain white blood cells called immunoglobulin E (IgE) antibodies when foreign invaders such as viruses or bacteria enter the body. Mutations involving either allele can prevent these signaling pathways inside specialized lymphocytes known as B-cells from responding normally after exposure to pathogens, leading to reduced IgE antibody levels than normal individuals should have under similar conditions. This abnormal response likely contributes significantly to many signs",0.008297498483222992,0.36363636363636365,0.08395061728395062,0.18181818181818182
What are the treatments for Fabry disease ?,These resources address the diagnosis or management of Fabry disease:  - Baby's First Test  - Gene Review: Gene Review: Fabry Disease  - Genetic Testing Registry: Fabry disease   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,"These resources address the diagnosis or management of Fabry disease:  - Gene Review: Gene Review: Alpha-Galactosidase A Deficiency, Fabry Disease   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care",0.7660970945641258,0.865979381443299,0.8210526315789474,0.865979381443299
What are the treatments for Liposarcoma ?,"How might liposarcoma be treated? The treatment for liposarcoma depends on the type, size, and location of the tumor.  Surgery to remove the tumor is often the first treatment.  When the tumor is in the abdomen, it may be difficult to remove completely, especially if the tumor is growing near important organs that cannot be removed.  If the entire tumor cannot be removed during surgery, radiation therapy may be used after surgery to kill any cancer cells that remain to reduce the chance of the tumor coming back (a recurrence).   Chemotherapy is another treatment that can kill remaining cancer cells following surgery, though it is not usually used to treat low-grade sarcomas.  Sometimes radiation therapy or chemotherapy may be done prior to surgery to shrink the tumor; this may increase the chance of removing the whole tumor during surgery while limiting the impact to other organs.","How might liposarcoma be treated? Treatment is dependent upon several factors including:  The location and size of tumor, whether it has spread within or outside bones, type of sarcoma and patient's age and general health status. Most people with low-grade tumors have no further treatment after surgery unless there is evidence that they may become cancerous over time. For example if the surgeon removes only part of an aggressive high grade fibrosarcoma, then radiation therapy will usually follow in order to destroy any remaining cells which could grow into new cancers. If not all malignant cells can be removed by surgery, chemotherapy plus local irradiation may also help prevent recurrence. In some cases, other types of therapies such as hyperthermia and/or biological response modifiers like interfer",0.056515882830720954,0.4130434782608695,0.06569343065693431,0.21014492753623187
What is (are) Parasites - Loiasis ?,Loiasis is an infection caused by the parasitic worm Loa loa.,"Loiasis, also known as eye fly or loa loa filariasis, is caused by parasitic worms that live in Africa and Asia.
                
The two types of worm found with loiasis are Loa loa and Wuchereria bancrofti. The species most often associated with infection is Loa loa, which can grow up to 11 inches long when fully mature. Loa loa lives within subcutaneous tissue beneath your skin where it forms blood-filled nodules called granulomas. Occasionally these parasites migrate into deeper layers near muscles, tendons, nerves and eyes; this causes swelling around affected areas including eyelids, lips, tongue and genitalia. Infected people may experience itching over the body but especially under their arms, between fingers and toes",0.005414172741702146,0.15873015873015872,0.04838709677419354,0.12698412698412698
How to diagnose Non-classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency ?,How is non-classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency diagnosed? A diagnosis of non-classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency (NCAH) is often suspected based on the presence of characteristic signs and symptoms. Additional testing can then be ordered to confirm the diagnosis. This may include a blood test to measure the concentration of 17-hydroxyprogesterone (17-OHP) and/or an adrenocorticotropic hormone (ACTH) stimulation test. An ACTH stimulation test involves measuring the concentration of 17-OHP in the blood before ACTH is administered and 60 min after ACTH is given.,"Is genetic testing available for non-classic CAH? Yes, geneTests lists laboratories that offer diagnostic tests for NCAH and other types of classic/partial/congenital enzyme deficiencies involved in steroid hormone biosynthesis. GeneTests provides contact information for most of these clinical labs so you can request additional details about their services. Please note: Some states require informed consent before undergoing certain kinds of genetic testing; therefore some researchers choose not to perform DNA analysis unless they have permission first. Others use indirect methods such as studying family history or measuring hormones levels without knowing an individuals genotype. Click here to view more detailed information regarding our resources for learning how people find out if they're at risk for inherited disorders. You may want to discuss this with your health care provider",0.002941882036322529,0.25327510917030566,0.008810572687224669,0.1222707423580786
What is (are) Meningioma ?,"Meningiomas originate in the meninges, the membranes that surround the brain and spinal cord. Most meningiomas are benign, though a minority of meningiomas can be classified as atypical or malignant. Though rare, malignant meningiomas can be highly aggressive. However, even benign meningiomas can cause problems if their growth affects the neighboring areas of the brain. Though most meningiomas grow slowly, there is no way to predict the rate of growth for a particular meningioma or to know how long a specific meningioma was growing before it was diagnosed. Signs and symptoms can vary but may include seizures, headaches, weakness in the arms and legs, and vision loss. Sometimes memory loss, carelessness, and unsteadiness are the only symptoms.","A meningioma grows slowly within and between layers around your brain or spinal cord, called meninges. These tumors come in four types: 1st type - most common; benign tumor that usually does not spread into surrounding tissues but may press against important nerves or blood vessels causing headaches, seizures, weakness etc.; 2nd type- slow-growing cancerous cells with tendency to invade nearby tissue such as nerve fibers, arteries & veins; 3rd type - rare variant characterized by high mitotic index; aggressive growth pattern and very malignant behavior ; often associated with genetic abnormality; 4th type - also known as atypical meningiomas these grow faster than typical ones and tend to recur after surgery. Treatment options include observation monitoring , surgical",0.009394594052253026,0.30303030303030304,0.04366812227074236,0.12987012987012986
How many people are affected by tibial muscular dystrophy ?,"Tibial muscular dystrophy is most common in Finland, where it is estimated to affect at least 10 per 100,000 people. This condition has also been found in people of Finnish descent living in other countries.  Additionally, tibial muscular dystrophy has been identified in several European families without Finnish ancestry.","Tibial muscular dystrophy is estimated to affect 1 in every million newborns, although it has been reported worldwide and may be underdiagnosed due to its mild symptoms or misdiagnosis as other conditions with similar features.",0.09419449263803391,0.30588235294117644,0.1686746987951807,0.23529411764705882
What are the treatments for Myhre syndrome ?,"How might Myhre syndrome be treated? Treatment of this condition is symptomatic and supportive. Children with Myhre syndrome may require management by a team of specialists, including pediatricians, speech pathologists, orthopedists (bone specialists), cardiologists (heart specialists), audiologists (hearing specialists), and physical therapists. Early intervention is important to help ensure that children with Myhre syndrome reach their full potential.","How might myhre syndrome be treated? The treatment is symptomatic and supportive, including early intervention services such as physical therapy. Hearing aids may benefit children with hearing loss; those who do not have good vision should wear glasses or contact lenses if needed. Surgery can sometimes help relieve breathing difficulties in infants caused by air trapping in their lungs when they breathe out. More detailed safety precautions regarding exercise during hot weather will also need to be discussed at regular intervals throughout childhood. Although there has been no cure found so far, people affected tend to live into middle age without any major complications related directly to this condition. It remains unclear whether these individuals experience reduced life expectancy compared to unaffected siblings or other family members.",0.08043012840151464,0.2702702702702703,0.12021857923497269,0.18378378378378377
what research (or clinical trials) is being done for Dysautonomia ?,"The NINDS supports and conducts research on dysautonomia. This research aims to discover ways to diagnose, treat, and, ultimately, prevent these disorders.","The NINDS supports and conducts biomedical research, including studies that seek ways to prevent or treat disorders such as dysautonomia. Much remains unknown about this disorder because it occurs so rarely in humans.
                
Scientists hope that further understanding of how autonomic nerves work will lead to treatments not only for dysautonomia but also other related conditions involving malfunctioning nerve systems. For example, scientists believe that by studying individuals with familial dysautonomia they may learn more about what causes neurodegenerationthe breakdown of cells within nervous tissuethat underlies many diseases, some of which affect millions of Americans each year. Understanding these mechanisms could eventually aid researchers working toward finding new treatment options for all types of neuropathies and neurological dysfunctions.",0.04211905418299824,0.24285714285714283,0.07246376811594203,0.14285714285714285
Do you have information about Dialysis,"Summary : When your kidneys are healthy, they clean your blood. They also make hormones that keep your bones strong and your blood healthy. When your kidneys fail, you need treatment to replace the work your kidneys used to do. Unless you have a kidney transplant, you will need a treatment called dialysis.    There are two main types of dialysis. Both types filter your blood to rid your body of harmful wastes, extra salt, and water.       - Hemodialysis uses a machine. It is sometimes called an artificial kidney. You usually go to a special clinic for treatments several times a week.    - Peritoneal dialysis uses the lining of your abdomen, called the peritoneal membrane, to filter your blood.       NIH: National Institute of Diabetes and Digestive and Kidney Diseases","Summary : If your kidneys stop working, dialysis helps remove wastes and extra water when normal kidney function is lost due to diabetes or other conditions such as high blood pressure. There are two types: hemodialysis - called HD  and peritoneal dialysis - called PD. In both cases waste products in your bloodstream pass into bags attached to an artificial filter outside your body that removes them.    Hemodialysis uses tubes inserted through holes drilled above each hipbone so fluid can be removed quickly using special machines. It usually takes three hours twice every week. Peritoneal dialysis involves putting inside tubing near the bellybutton some kind of chemical solution into one side of abdominal cavity below ribs. The flow stops by placing another bag over it while it's empty",0.04076069097467537,0.37450199203187257,0.07228915662650602,0.22310756972111553
What is (are) spastic paraplegia type 4 ?,"Spastic paraplegia type 4 is part of a group of genetic disorders known as hereditary spastic paraplegias. These disorders are characterized by progressive muscle stiffness (spasticity) and the development of paralysis of the lower limbs (paraplegia). Hereditary spastic paraplegias are divided into two types: pure and complex. The pure types involve only the lower limbs, whereas the complex types also involve the upper limbs (to a lesser degree) and the nervous system. Spastic paraplegia type 4 is a pure hereditary spastic paraplegia.  Like all hereditary spastic paraplegias, spastic paraplegia type 4 involves spasticity of the leg muscles and muscle weakness. People with this condition can also experience exaggerated reflexes (hyperreflexia), ankle spasms, high-arched feet (pes cavus), and reduced bladder control. Spastic paraplegia type 4 generally affects nerve and muscle function in the lower half of the body only.","Spastic paraplegia, also known as hereditary spastic paraplegias or HSPs, refers to more than two dozen genetically distinct conditions characterized by progressive muscle stiffness and weakness in the lower limbs; other symptoms may include impaired speech ability due to nerve damage affecting muscles that control tongue movement; cognitive impairment; seizures; blindness; deafness; ataxia; dystonia; epilepsy; loss of sensation throughout parts of one side of the body resulting from injury during birth; hearing difficulties caused by an abnormal development of ear bones called ossicles; paralysis involving both sides of the face with difficulty closing eyes; involuntary movements such as tremors; droopy eyelids; stiff neck; short stature; joint deformities including bunions, waddling gait",0.07400508718873444,0.31999999999999995,0.1370967741935484,0.176
Is Larsen syndrome inherited ?,"How is Larson syndrome inherited? Larson syndrome is inherited in an autosomal dominant manner. A condition is autosomal dominant when having one copy of the changed (mutated) gene in each cell is enough to cause signs or symptoms of the condition. In some cases, an affected person inherits the mutation from one affected parent; in other cases, a new mutation occurs for the first time in the affected person. While some authors have suggested autosomal recessive inheritance in families with affected siblings and unaffected parents, it was found that some of these children were affected due to germline mosaicism. This means that multiple siblings in a family inherited a disease-causing mutation from an unaffected parent who had the mutation in some or all of their egg or sperm cells only (not other body cells). This can cause a condition to appear autosomal recessive. Also, some other conditions with autosomal recessive inheritance and symptoms that overlap with Larsen syndrome have been diagnosed as Larsen syndrome, but are now mostly considered different conditions. These conditions are usually more severe and due to mutations in different genes.","Larsen syndrome is usually not considered an autosomal dominant condition, because only one parent must have the mutation in order for affected offspring to inherit it; however, when this disorder occurs as part of another genetic disease such as Bardet-Biedl or Sensenbrenner syndromes, parents can be carriers and pass mutations through generations without showing signs and symptoms themselves.  Mutations that cause Larsen syndrome result in changes within genes known as FBN1 and ADAMTS10 . These two gene products help give structure to connective tissues by forming fibrillin-2 microfibrils inside cells called fibroblasts located throughout most parts of the body except brain tissue. Microfibrils attach onto each other like links connecting chains so they form",0.013808298826079814,0.3666666666666667,0.0604026845637584,0.17333333333333334
What is (are) pseudocholinesterase deficiency ?,"Pseudocholinesterase deficiency is a condition that results in increased sensitivity to certain muscle relaxant drugs used during general anesthesia, called choline esters. These fast-acting drugs, such as succinylcholine and mivacurium, are given to relax the muscles used for movement (skeletal muscles), including the muscles involved in breathing. The drugs are often employed for brief surgical procedures or in emergencies when a breathing tube must be inserted quickly. Normally, these drugs are broken down (metabolized) by the body within a few minutes of being administered, at which time the muscles can move again. However, people with pseudocholinesterase deficiency may not be able to move or breathe on their own for a few hours after the drugs are administered. Affected individuals must be supported with a machine to help them breathe (mechanical ventilation) until the drugs are cleared from the body.  People with pseudocholinesterase deficiency may also have increased sensitivity to certain other drugs, including the local anesthetic procaine, and to specific agricultural pesticides. The condition causes no other signs or symptoms and is usually not discovered until an abnormal drug reaction occurs.","Pseudocholinesterase, also known as butyrylcholinesterase or plasma cholinesterase, breaks down certain drugs and chemicals in body fluids that contain acetylcholine; this enzyme can remove these substances so they do not accumulate at nerve endings where it may cause harm.  Pseudocholinesterase deficiency occurs when there isn't enough functional version of the pseudocholinesterase enzyme present due to changes (mutations), deletions, duplications, translocations, insertions, inversions, rearrangements, expansions, contractions, losses, additions, or other alterations within an individual's genes responsible for producing this protein. The resulting condition prevents effective breakdown of choline esters such as succinylcholine, mivacur",0.009334525063929063,0.2826086956521739,0.029197080291970802,0.10869565217391305
What is (are) Progressive Supranuclear Palsy ?,"Progressive supranuclear palsy (PSP) is a rare brain disorder that causes serious and progressive problems with control of gait and balance, along with complex eye movement and thinking problems. One of the classic signs of the disease is an inability to aim the eyes properly, which occurs because of lesions in the area of the brain that coordinates eye movements. Some individuals describe this effect as a blurring. Affected individualsoften show alterations of mood and behavior, including depression and apathy as well as progressive mild dementia.
                
The disorder's long name indicates that the disease begins slowly and continues to get worse (progressive), and causes weakness (palsy) by damaging certain parts of the brain above pea-sized structures called nuclei that control eye movements (supranuclear).
                
PSP was first described as a distinct disorder in 1964, when three scientists published a paper that distinguished the condition from Parkinson's disease. It is sometimes referred to as Steele-Richardson-Olszewski syndrome, reflecting the combined names of the scientists who defined the disorder. Although PSP gets progressively worse, no one dies from PSP itself.","Progressive supranuclear palsy, or PSP, is a rare brain disorder that affects movement and speech due to degeneration in certain areas of your brain. Symptoms usually begin after age 50 but can appear as early as mid-30s. The first symptom may be an inability to look downward which causes you to bump into things when walking down stairs because it looks like you're looking up at them.
                
Over time other symptoms include problems with balance; trouble swallowing; difficulty moving eyes laterally - side-to-side movements such as shaking off water drops while washing dishes; tremor-like episodes called parkinsonian features; rapid involuntary eye blinking; drooling caused by weakness in muscles used during chewing, speaking, coughing, sneezing, laughing and crying",0.04654722977475281,0.3112582781456954,0.08666666666666666,0.17218543046357615
Do you have information about Hip Replacement,"Summary : Hip replacement is surgery for people with severe hip damage. The most common cause of damage is osteoarthritis. Osteoarthritis causes pain, swelling, and reduced motion in your joints. It can interfere with your daily activities. If other treatments such as physical therapy, pain medicines, and exercise haven't helped, hip replacement surgery might be an option for you.    During a hip replacement operation, the surgeon removes damaged cartilage and bone from your hip joint and replaces them with new, man-made parts.    A hip replacement can       - Relieve pain    - Help your hip joint work better    - Improve walking and other movements       The most common problem after surgery is hip dislocation. Because a man-made hip is smaller than the original joint, the ball can come out of its socket. The surgery can also cause blood clots and infections. With a hip replacement, you might need to avoid certain activities, such as jogging and high-impact sports.    NIH: National Institute of Arthritis and Musculoskeletal and Skin Diseases","Summary : A hip replacement is surgery that replaces damaged parts of your pelvis, upper thighbone and head with artificial ones. It can relieve pain in your hips caused by arthritis or other conditions.    If you're thinking about having one, talk it over first with your doctor. You'll want him or her to tell you what symptoms may be treated best with this procedure - not just knee replacements, which also replace worn out joints. You might need more than 1 operation if you've had several joint problems.     During most procedures, you'll get general anesthesia so won't feel any discomfort during the actual work done at hand. Most people stay overnight after they go home but some do better without an inpatient hospital visit because their recovery has been smooth. Doctors use special casts while",0.04404894402976161,0.3564356435643564,0.07973421926910298,0.1452145214521452
What is (are) Pachydermoperiostosis ?,"Pachydermoperiostosis is a rare disorder characterized by clubbing of the fingers and toes; thickening of the skin of the face (pachyderma); excessive sweating (hyperhidrosis); and new bone formation associated with joint pain. Other features may include congenital heart disease and delayed closure of fontanelles. This condition typically appears during childhood or adolescence, often around the time of puberty, and progresses slowly for about ten years. Both autosomal dominant and autosomal recessive inheritance has been reported. Mutations in the HPGD gene have been found in those with the autosomal recessive form of this condition.","Pachydermoperiostosis is an inherited condition that causes thickening and hardening of the skin, enlargement or overgrowth of other tissues in the body such as cartilage within joints leading to joint deformities; bone changes including thinning bones which can lead to fractures with minimal trauma; excessive sweating due to increased production of sweat glands causing reddish-brown scaly patches called hyperkeratosis pilaris rubra laterally along pressure points especially around elbows and knees also referred to as calluses of the elbow pits when present this may cause pain during movement but generally does not require treatment unless severe; delayed puberty often caused by hypogonadism resulting in infertility if untreated, decreased muscle mass, reduced libido, less energy, fatigue, short stature",0.021723674150539145,0.3238095238095239,0.05769230769230769,0.1523809523809524
How many people are affected by von Hippel-Lindau syndrome ?,"The incidence of von Hippel-Lindau syndrome is estimated to be 1 in 36,000 individuals.","Von Hippel-Lindau syndrome occurs in approximately 1 per million individuals worldwide; however, its prevalence is unknown because most cases may never be diagnosed or identified as being caused by this condition alone.",0.03459516500691775,0.36734693877551017,0.12765957446808512,0.24489795918367344
What are the treatments for dihydropyrimidine dehydrogenase deficiency ?,These resources address the diagnosis or management of dihydropyrimidine dehydrogenase deficiency:  - Genetic Testing Registry: Dihydropyrimidine dehydrogenase deficiency   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,These resources address the diagnosis or management of ddh deficiency:  - Genetic Testing Registry: Dihydrouracil-decarboxylase deficiency   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,0.8593970091856658,0.9176470588235294,0.8674698795180722,0.9176470588235294
Is Donnai-Barrow syndrome inherited ?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. In almost all cases, the parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene but typically do not show signs and symptoms of the condition.  One individual with Donnai-Barrow syndrome was found to have inherited both copies of the mutated gene from his father as a result of a genetic change called uniparental disomy (UPD). UPD occurs when a person receives two copies of a chromosome, or part of a chromosome, from one parent and no copies from the other parent. UPD can occur as a random event during the formation of egg or sperm cells or may happen in early fetal development.","This condition is considered an autosomal recessive disorder, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",0.15224714621248267,0.5136612021857924,0.46408839779005523,0.5136612021857924
What is (are) Maternally inherited diabetes and deafness ?,"Maternally inherited diabetes and deafness (MIDD) is a form of diabetes that is often accompanied by hearing loss, especially of high tones. The diabetes in MIDD is characterized by high blood sugar levels (hyperglycemia) resulting from a shortage of the hormone insulin, which regulates the amount of sugar in the blood. MIDD is caused by mutations in the MT-TL1, MT-TK, or MT-TE gene. These genes are found in mitochondrial DNA, which is part of cellular structures called mitochondria. Although most DNA is packaged in chromosomes within the cell nucleus, mitochondria also have a small amount of their own DNA (known as mitochondrial DNA or mtDNA). Because the genes involved with MIDD are found in mitochondrial DNA, this condition is inherited in a mitochondrial pattern, which is also known as maternal inheritance. Because egg cells, but not sperm cells, contribute mitochondria to the developing embryo, only females pass mitochondrial conditions to their children. Mitochondrial disorders can appear in every generation of a family and can affect both males and females, but fathers do not pass mitochondrial traits to their children.","MIDD, or maternally-inherited diabetes with deafness, is an autosomal recessive mitochondrial disorder that affects many different organs in affected individuals including hearing loss; kidney failure; lactic acid accumulation leading to muscle weakness (myopathy); heart disease such as cardiomyopathy; liver dysfunction which can lead to fatty liver disease; peripheral neuropathy; gastrointestinal problems like gastroesophageal reflux/dyspepsia/achalasia; seizures and/or stroke-like events called MELAS attacks.[122] A deficiency in cytochrome C oxidase has been found in people who have this condition causing damage to cells throughout the body when they do not get enough oxygen. The signs and symptoms vary widely even among members within families but most cases present between ages",0.005259751985186962,0.2847457627118644,0.0477815699658703,0.1423728813559322
